movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb
the big short,Adam McKay ,Christian Bale,Steve Carell,Ryan Gosling,Comedy Drama,Christian Bale Steve Carell Ryan Gosling Adam McKay  Comedy Drama
alvin and the chipmunks: the road chip,Walt Becker ,Jason Lee,Tony Hale,Kimberly Williams-Paisley,Adventure Animation Comedy Family,Jason Lee Tony Hale Kimberly Williams-Paisley Walt Becker  Adventure Animation Comedy Family
sisters,Jason Moore ,Amy Poehler,Tina Fey,John Cena,Comedy,Amy Poehler Tina Fey John Cena Jason Moore  Comedy
star wars: the force awakens,J. J. Abrams ,Harrison Ford,Mark Hamill,Carrie Fisher,Adventure Action Science Fiction,Harrison Ford Mark Hamill Carrie Fisher J. J. Abrams  Adventure Action Science Fiction
concussion,Peter Landesman ,Will Smith,Alec Baldwin,Gugu Mbatha-Raw,Drama History,Will Smith Alec Baldwin Gugu Mbatha-Raw Peter Landesman  Drama History
daddy's home,Sean Anders ,Will Ferrell,Mark Wahlberg,Linda Cardellini,Comedy,Will Ferrell Mark Wahlberg Linda Cardellini Sean Anders  Comedy
joy,David O. Russell ,Jennifer Lawrence,Robert De Niro,Édgar Ramírez,Drama Comedy,Jennifer Lawrence Robert De Niro Édgar Ramírez David O. Russell  Drama Comedy
the hateful eight,Quentin Tarantino ,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Drama Mystery Western,Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Quentin Tarantino  Drama Mystery Western
the revenant,Alejandro G. Iñárritu ,Leonardo DiCaprio,Tom Hardy,unknown,Western Drama Adventure,Leonardo DiCaprio Tom Hardy nan Alejandro G. Iñárritu  Western Drama Adventure
anomalisa,"Charlie Kaufman, Duke Johnson ",David Thewlis,Jennifer Jason Leigh,Tom Noonan,Animation Drama Romance Comedy,"David Thewlis Jennifer Jason Leigh Tom Noonan Charlie Kaufman, Duke Johnson  Animation Drama Romance Comedy"
paranormal activity: the marked ones,Christopher Landon ,Andrew Jacobs,Jorge Diaz,Gabrielle Walsh,Horror Thriller,Andrew Jacobs Jorge Diaz Gabrielle Walsh Christopher Landon  Horror Thriller
open grave,Gonzálo López-Gallego ,Sharlto Copley,Thomas Kretschmann,Joseph Morgan,Horror Thriller Mystery,Sharlto Copley Thomas Kretschmann Joseph Morgan Gonzálo López-Gallego  Horror Thriller Mystery
cold comes the night,Tze Chun ,Alice Eve,Logan Marshall-Green,Bryan Cranston,Crime Drama Thriller,Alice Eve Logan Marshall-Green Bryan Cranston Tze Chun  Crime Drama Thriller
dumbbells,Christopher Livingston ,Brian Drolet,Hoyt Richards,Taylor Cole,Comedy,Brian Drolet Hoyt Richards Taylor Cole Christopher Livingston  Comedy
the legend of hercules,Renny Harlin ,Kellan Lutz,Gaia Weiss,Scott Adkins,Action Adventure,Kellan Lutz Gaia Weiss Scott Adkins Renny Harlin  Action Adventure
raze,Josh C. Waller ,Zoë Bell,Rachel Nichols,Tracie Thoms,Horror Thriller,Zoë Bell Rachel Nichols Tracie Thoms Josh C. Waller  Horror Thriller
back in the day,Michael Rosenbaum ,Morena Baccarin,Danielle Bisutti,Liz Carey,Drama,Morena Baccarin Danielle Bisutti Liz Carey Michael Rosenbaum  Drama
devil's due,"Matt Bettinelli-Olpin, Tyler Gillett ",Allison Miller,Zach Gilford,unknown,Horror,"Allison Miller Zach Gilford nan Matt Bettinelli-Olpin, Tyler Gillett  Horror"
jack ryan: shadow recruit,Kenneth Branagh ,Chris Pine,Kevin Costner,Kenneth Branagh,Action Drama Thriller,Chris Pine Kevin Costner Kenneth Branagh Kenneth Branagh  Action Drama Thriller
jamesy boy,Trevor White ,Spencer Lofranco,Mary-Louise Parker,Ving Rhames,Crime Drama Romance,Spencer Lofranco Mary-Louise Parker Ving Rhames Trevor White  Crime Drama Romance
the nut job,Peter Lepeniotis ,Will Arnett,Brendan Fraser,Liam Neeson,Animation Comedy Family Adventure,Will Arnett Brendan Fraser Liam Neeson Peter Lepeniotis  Animation Comedy Family Adventure
ride along,Tim Story ,Ice Cube,Kevin Hart,John Leguizamo,Action Comedy,Ice Cube Kevin Hart John Leguizamo Tim Story  Action Comedy
"i, frankenstein",Stuart Beattie ,Aaron Eckhart,Bill Nighy,Yvonne Strahovski,Horror Thriller,Aaron Eckhart Bill Nighy Yvonne Strahovski Stuart Beattie  Horror Thriller
that awkward moment,Tom Gormican ,Zac Efron,Miles Teller,Michael B. Jordan,Comedy Romance,Zac Efron Miles Teller Michael B. Jordan Tom Gormican  Comedy Romance
somewhere slow,Jeremy O'Keefe ,Jessalyn Gilsig,Graham Patrick Martin,David Costabile,Comedy Drama Romance,Jessalyn Gilsig Graham Patrick Martin David Costabile Jeremy O'Keefe  Comedy Drama Romance
android cop,Mark Atkins ,Michael Jai White,Charles S. Dutton,Randy Wayne,Action Science Fiction,Michael Jai White Charles S. Dutton Randy Wayne Mark Atkins  Action Science Fiction
the outsider,Brian A. Miller ,Craig Fairbrass,James Caan,Shannon Elizabeth,Crime Drama Mystery,Craig Fairbrass James Caan Shannon Elizabeth Brian A. Miller  Crime Drama Mystery
after the dark,John Huddles ,James D'Arcy,Sophie Lowe,Daryl Sabara,Drama Fantasy Science Fiction Thriller,James D'Arcy Sophie Lowe Daryl Sabara John Huddles  Drama Fantasy Science Fiction Thriller
the lego movie,Phil Lord and Christopher Miller ,Chris Pratt,Will Ferrell,Elizabeth Banks,Animation Family Adventure Comedy Fantasy,Chris Pratt Will Ferrell Elizabeth Banks Phil Lord and Christopher Miller  Animation Family Adventure Comedy Fantasy
the monuments men,George Clooney ,George Clooney,Matt Damon,Bill Murray,War Drama History Action,George Clooney Matt Damon Bill Murray George Clooney  War Drama History Action
the pretty one,Jenée LaMarque ,Zoe Kazan,Jake Johnson,John Carroll Lynch,Comedy Drama,Zoe Kazan Jake Johnson John Carroll Lynch Jenée LaMarque  Comedy Drama
vampire academy,Mark Waters ,Zoey Deutch,Lucy Fry,Danila Kozlovsky,Comedy Action Fantasy,Zoey Deutch Lucy Fry Danila Kozlovsky Mark Waters  Comedy Action Fantasy
robocop,José Padilha ,Joel Kinnaman,Gary Oldman,Michael Keaton,Science Fiction Action Crime Thriller,Joel Kinnaman Gary Oldman Michael Keaton José Padilha  Science Fiction Action Crime Thriller
about last night,Steve Pink ,Kevin Hart,Michael Ealy,Regina Hall,Comedy Romance,Kevin Hart Michael Ealy Regina Hall Steve Pink  Comedy Romance
adult world,Scott Coffey ,Emma Roberts,Evan Peters,John Cusack,Comedy,Emma Roberts Evan Peters John Cusack Scott Coffey  Comedy
camp takota,"Chris Riedell, Nick Riedell ",Grace Helbig,Hannah Hart,Mamrie Hart,Comedy,"Grace Helbig Hannah Hart Mamrie Hart Chris Riedell, Nick Riedell  Comedy"
date and switch,Chris Nelson ,Nicholas Braun,Hunter Cope,Dakota Johnson,Comedy,Nicholas Braun Hunter Cope Dakota Johnson Chris Nelson  Comedy
someone marry barry,Rob Pearlstein ,Tyler Labine,Lucy Punch,Damon Wayans,Comedy,Tyler Labine Lucy Punch Damon Wayans Rob Pearlstein  Comedy
winter's tale,Akiva Goldsman ,Colin Farrell,Russell Crowe,Jessica Brown Findlay,Drama Fantasy Mystery Romance,Colin Farrell Russell Crowe Jessica Brown Findlay Akiva Goldsman  Drama Fantasy Mystery Romance
apocalypse pompeii,Ben Demaree ,Adrian Paul,Jhey Castles,John Rhys-Davies,Adventure Action,Adrian Paul Jhey Castles John Rhys-Davies Ben Demaree  Adventure Action
3 days to kill,McG ,Kevin Costner,Amber Heard,Hailee Steinfeld,Action Drama Thriller,Kevin Costner Amber Heard Hailee Steinfeld McG  Action Drama Thriller
angels in stardust,William Robert Carey ,Alicia Silverstone,AJ Michalka,Billy Burke,Comedy Drama,Alicia Silverstone AJ Michalka Billy Burke William Robert Carey  Comedy Drama
barefoot,Andrew Fleming ,Evan Rachel Wood,Scott Speedman,Treat Williams,Comedy Drama Romance,Evan Rachel Wood Scott Speedman Treat Williams Andrew Fleming  Comedy Drama Romance
holy ghost people,Mitchell Altieri ,Emma Greenwell,Brendan McCarthy,Cameron Richardson,Drama Thriller,Emma Greenwell Brendan McCarthy Cameron Richardson Mitchell Altieri  Drama Thriller
pompeii,Paul W. S. Anderson ,Kit Harington,Emily Browning,Carrie-Anne Moss,Action Adventure History Romance Drama,Kit Harington Emily Browning Carrie-Anne Moss Paul W. S. Anderson  Action Adventure History Romance Drama
the bag man,David Grovic ,John Cusack,Rebecca Da Costa,Robert De Niro,Crime Drama Thriller,John Cusack Rebecca Da Costa Robert De Niro David Grovic  Crime Drama Thriller
non-stop,Jaume Collet-Serra ,Liam Neeson,Julianne Moore,Scoot McNairy,Action Thriller Mystery,Liam Neeson Julianne Moore Scoot McNairy Jaume Collet-Serra  Action Thriller Mystery
repentance,Philippe Caland ,Forest Whitaker,Anthony Mackie,Mike Epps,Horror Thriller,Forest Whitaker Anthony Mackie Mike Epps Philippe Caland  Horror Thriller
son of god,Christopher Spencer ,Diogo Morgado,Greg Hicks,Adrian Schiller,Drama,Diogo Morgado Greg Hicks Adrian Schiller Christopher Spencer  Drama
300: rise of an empire,Noam Murro ,Sullivan Stapleton,Eva Green,Lena Headey,Action Drama War,Sullivan Stapleton Eva Green Lena Headey Noam Murro  Action Drama War
mr. peabody & sherman,Rob Minkoff ,Ty Burrell,Max Charles,Ariel Winter,Animation Adventure Family,Ty Burrell Max Charles Ariel Winter Rob Minkoff  Animation Adventure Family
the grand budapest hotel,Wes Anderson ,Ralph Fiennes,Tony Revolori,F. Murray Abraham,Comedy Drama,Ralph Fiennes Tony Revolori F. Murray Abraham Wes Anderson  Comedy Drama
better living through chemistry,"David Posamentier, Geoff Moore ",Sam Rockwell,Olivia Wilde,Michelle Monaghan,Drama Comedy,"Sam Rockwell Olivia Wilde Michelle Monaghan David Posamentier, Geoff Moore  Drama Comedy"
need for speed,Scott Waugh ,Aaron Paul,Dominic Cooper,Scott Mescudi,Action Crime Drama Thriller,Aaron Paul Dominic Cooper Scott Mescudi Scott Waugh  Action Crime Drama Thriller
the single moms club,Tyler Perry ,Nia Long,Amy Smart,Cocoa Brown,Drama Comedy,Nia Long Amy Smart Cocoa Brown Tyler Perry  Drama Comedy
veronica mars,Rob Thomas ,Kristen Bell,Jason Dohring,Krysten Ritter,Comedy Drama Crime,Kristen Bell Jason Dohring Krysten Ritter Rob Thomas  Comedy Drama Crime
cheap thrills,E. L. Katz ,Pat Healy,Sara Paxton,Ethan Embry,Comedy Crime Drama,Pat Healy Sara Paxton Ethan Embry E. L. Katz  Comedy Crime Drama
divergent,Neil Burger ,Shailene Woodley,Theo James,Ashley Judd,Action Adventure Science Fiction,Shailene Woodley Theo James Ashley Judd Neil Burger  Action Adventure Science Fiction
god's not dead,Harold Cronk ,Kevin Sorbo,Shane Harper,David A. R. White,Drama,Kevin Sorbo Shane Harper David A. R. White Harold Cronk  Drama
muppets most wanted,James Bobin ,Ricky Gervais,Ty Burrell,Tina Fey,Comedy Adventure Crime Family,Ricky Gervais Ty Burrell Tina Fey James Bobin  Comedy Adventure Crime Family
50 to 1,Jim Wilson ,Skeet Ulrich,Christian Kane,William Devane,Comedy Drama,Skeet Ulrich Christian Kane William Devane Jim Wilson  Comedy Drama
noah,Darren Aronofsky ,Russell Crowe,Jennifer Connelly,Ray Winstone,Drama Adventure,Russell Crowe Jennifer Connelly Ray Winstone Darren Aronofsky  Drama Adventure
sabotage,David Ayer ,Arnold Schwarzenegger,Sam Worthington,Olivia Williams,Action Drama Thriller Crime,Arnold Schwarzenegger Sam Worthington Olivia Williams David Ayer  Action Drama Thriller Crime
15 to life: kenneth's story,Nadine Pequeneza ,Nadine Pequeneza (director,writer),unknown,Documentary,Nadine Pequeneza (director writer) nan Nadine Pequeneza  Documentary
the ladies of the house,John Stuart Wildman ,Farah White,Melodie Sisk,Brina Palencia,Horror Thriller,Farah White Melodie Sisk Brina Palencia John Stuart Wildman  Horror Thriller
alien abduction,Matty Beckerman ,Katherine Sigismund,Corey Eid,Riley Polanski,Horror Science Fiction Thriller,Katherine Sigismund Corey Eid Riley Polanski Matty Beckerman  Horror Science Fiction Thriller
captain america: the winter soldier,"Anthony Russo, Joe Russo ",Chris Evans,Scarlett Johansson,Sebastian Stan,Action Adventure Science Fiction,"Chris Evans Scarlett Johansson Sebastian Stan Anthony Russo, Joe Russo  Action Adventure Science Fiction"
in the blood,John Stockwell ,Gina Carano,Cam Gigandet,Ismael Cruz Córdova,Action Crime Thriller,Gina Carano Cam Gigandet Ismael Cruz Córdova John Stockwell  Action Crime Thriller
jinn,Ajmal Zaheer Ahmad ,Dominic Rains,Ray Park,William Atherton,Thriller,Dominic Rains Ray Park William Atherton Ajmal Zaheer Ahmad  Thriller
draft day,Ivan Reitman ,Kevin Costner,Jennifer Garner,Denis Leary,Drama,Kevin Costner Jennifer Garner Denis Leary Ivan Reitman  Drama
oculus,Mike Flanagan ,Karen Gillan,Brenton Thwaites,Katee Sackhoff,Horror,Karen Gillan Brenton Thwaites Katee Sackhoff Mike Flanagan  Horror
rio 2,Carlos Saldanha ,Jesse Eisenberg,Anne Hathaway,Leslie Mann,Adventure Animation Comedy Family,Jesse Eisenberg Anne Hathaway Leslie Mann Carlos Saldanha  Adventure Animation Comedy Family
asian school girls,Lawrence Silverstein ,Minnie Scarlet,Sam Aotaki,Catherine Hyein Kim,Action Thriller Drama,Minnie Scarlet Sam Aotaki Catherine Hyein Kim Lawrence Silverstein  Action Thriller Drama
heaven is for real,Randall Wallace ,Greg Kinnear,Kelly Reilly,Connor Corum,Drama,Greg Kinnear Kelly Reilly Connor Corum Randall Wallace  Drama
authors anonymous,Ellie Kanner ,Kaley Cuoco,Chris Klein,Dennis Farina,Comedy,Kaley Cuoco Chris Klein Dennis Farina Ellie Kanner  Comedy
a haunted house 2,Michael Tiddes ,Marlon Wayans,Jaime Pressly,Essence Atkins,Comedy Horror,Marlon Wayans Jaime Pressly Essence Atkins Michael Tiddes  Comedy Horror
kid cannabis,John Stockwell ,Jonathan Daniel Brown,Kenny Wormald,Aaron Yoo,Drama,Jonathan Daniel Brown Kenny Wormald Aaron Yoo John Stockwell  Drama
transcendence,Wally Pfister ,Johnny Depp,Morgan Freeman,Rebecca Hall,Thriller Science Fiction Drama Mystery,Johnny Depp Morgan Freeman Rebecca Hall Wally Pfister  Thriller Science Fiction Drama Mystery
13 sins,Daniel Stamm ,Mark Webber,Devon Graye,Tom Bower,Horror Thriller,Mark Webber Devon Graye Tom Bower Daniel Stamm  Horror Thriller
brick mansions,Camille Delamarre ,Paul Walker,David Belle,RZA,Action Crime Drama,Paul Walker David Belle RZA Camille Delamarre  Action Crime Drama
the other woman,Nick Cassavetes ,Cameron Diaz,Leslie Mann,Kate Upton,Comedy Romance,Cameron Diaz Leslie Mann Kate Upton Nick Cassavetes  Comedy Romance
walking with the enemy,Mark Schmidt ,Jonas Armstrong,Hannah Tointon,Ben Kingsley,Action Drama History War,Jonas Armstrong Hannah Tointon Ben Kingsley Mark Schmidt  Action Drama History War
the amazing spider-man 2,Marc Webb ,Andrew Garfield,Emma Stone,Jamie Foxx,Action Adventure Fantasy,Andrew Garfield Emma Stone Jamie Foxx Marc Webb  Action Adventure Fantasy
bad johnson,Huck Botko ,Cam Gigandet,Nick Thune,Jamie Chung,Comedy Fantasy,Cam Gigandet Nick Thune Jamie Chung Huck Botko  Comedy Fantasy
decoding annie parker,Steven Bernstein ,Samantha Morton,Alice Eve,Maggie Grace,Drama,Samantha Morton Alice Eve Maggie Grace Steven Bernstein  Drama
walk of shame,Steven Brill ,Elizabeth Banks,James Marsden,Gillian Jacobs,Comedy,Elizabeth Banks James Marsden Gillian Jacobs Steven Brill  Comedy
devil's knot,Atom Egoyan ,Colin Firth,Reese Witherspoon,Dane DeHaan,Crime Drama Thriller,Colin Firth Reese Witherspoon Dane DeHaan Atom Egoyan  Crime Drama Thriller
god's pocket,John Slattery ,Philip Seymour Hoffman,Richard Jenkins,Christina Hendricks,Drama,Philip Seymour Hoffman Richard Jenkins Christina Hendricks John Slattery  Drama
moms' night out,Erwin brothers ,Sarah Drew,Sean Astin,Patricia Heaton,Comedy,Sarah Drew Sean Astin Patricia Heaton Erwin brothers  Comedy
neighbors,Nicholas Stoller ,Seth Rogen,Zac Efron,Rose Byrne,Comedy,Seth Rogen Zac Efron Rose Byrne Nicholas Stoller  Comedy
godzilla,Gareth Edwards ,Aaron Taylor-Johnson,Ken Watanabe,Elizabeth Olsen,Action Drama Science Fiction,Aaron Taylor-Johnson Ken Watanabe Elizabeth Olsen Gareth Edwards  Action Drama Science Fiction
million dollar arm,Craig Gillespie ,Jon Hamm,Aasif Mandvi,Bill Paxton,Drama,Jon Hamm Aasif Mandvi Bill Paxton Craig Gillespie  Drama
the angriest man in brooklyn,Phil Alden Robinson ,Robin Williams,Mila Kunis,Peter Dinklage,Drama Comedy,Robin Williams Mila Kunis Peter Dinklage Phil Alden Robinson  Drama Comedy
blended,Frank Coraci ,Adam Sandler,Drew Barrymore,Kevin Nealon,Comedy Romance,Adam Sandler Drew Barrymore Kevin Nealon Frank Coraci  Comedy Romance
cold in july,Jim Mickle ,Michael C. Hall,Sam Shepard,Vinessa Shaw,Drama Thriller,Michael C. Hall Sam Shepard Vinessa Shaw Jim Mickle  Drama Thriller
x-men: days of future past,Bryan Singer ,Hugh Jackman,James McAvoy,Michael Fassbender,Action Adventure Science Fiction,Hugh Jackman James McAvoy Michael Fassbender Bryan Singer  Action Adventure Science Fiction
maleficent,Robert Stromberg ,Angelina Jolie,Sharlto Copley,Elle Fanning,Fantasy Adventure Action Family Romance,Angelina Jolie Sharlto Copley Elle Fanning Robert Stromberg  Fantasy Adventure Action Family Romance
a million ways to die in the west,Seth MacFarlane ,Seth MacFarlane,Charlize Theron,Amanda Seyfried,Comedy Western,Seth MacFarlane Charlize Theron Amanda Seyfried Seth MacFarlane  Comedy Western
edge of tomorrow,Doug Liman ,Tom Cruise,Emily Blunt,Bill Paxton,Action Science Fiction,Tom Cruise Emily Blunt Bill Paxton Doug Liman  Action Science Fiction
the fault in our stars,Josh Boone ,Shailene Woodley,Ansel Elgort,Laura Dern,Romance Drama,Shailene Woodley Ansel Elgort Laura Dern Josh Boone  Romance Drama
ping pong summer,Michael Tully ,Marcello Conte,Myles Massey,Emmi Shockley,Comedy,Marcello Conte Myles Massey Emmi Shockley Michael Tully  Comedy
22 jump street,"Phil Lord, Christopher Miller ",Jonah Hill,Channing Tatum,Peter Stormare,Crime Comedy Action,"Jonah Hill Channing Tatum Peter Stormare Phil Lord, Christopher Miller  Crime Comedy Action"
hellion,Kat Candler ,Aaron Paul,Juliette Lewis,Josh Wiggins,Thriller Drama,Aaron Paul Juliette Lewis Josh Wiggins Kat Candler  Thriller Drama
how to train your dragon 2,Dean DeBlois ,Jay Baruchel,Cate Blanchett,Gerard Butler,Fantasy Action Adventure Animation Comedy Family,Jay Baruchel Cate Blanchett Gerard Butler Dean DeBlois  Fantasy Action Adventure Animation Comedy Family
lullaby,Andrew Levitas ,Garrett Hedlund,Richard Jenkins,Jessica Brown Findlay,Horror,Garrett Hedlund Richard Jenkins Jessica Brown Findlay Andrew Levitas  Horror
obvious child,Gillian Robespierre ,Jenny Slate,Jake Lacy,Gaby Hoffmann,Comedy Romance,Jenny Slate Jake Lacy Gaby Hoffmann Gillian Robespierre  Comedy Romance
the signal,William Eubank ,Brenton Thwaites,Olivia Cooke,Beau Knapp,Thriller Science Fiction,Brenton Thwaites Olivia Cooke Beau Knapp William Eubank  Thriller Science Fiction
jersey boys,Clint Eastwood ,John Lloyd Young,Erich Bergen,Michael Lomenda,Music Drama,John Lloyd Young Erich Bergen Michael Lomenda Clint Eastwood  Music Drama
think like a man too,Tim Story ,Michael Ealy,Jerry Ferrara,Meagan Good,Comedy Romance,Michael Ealy Jerry Ferrara Meagan Good Tim Story  Comedy Romance
america: imagine the world without her,"John Sullivan, Dinesh D'Souza ",Bruce Schooley (screenplay),unknown,unknown,Documentary,"Bruce Schooley (screenplay) John Sullivan, Dinesh D'Souza  Documentary"
they came together,David Wain ,Paul Rudd,Amy Poehler,Cobie Smulders,Comedy,Paul Rudd Amy Poehler Cobie Smulders David Wain  Comedy
transformers: age of extinction,Michael Bay ,Mark Wahlberg,Stanley Tucci,unknown,Science Fiction Action Adventure,Mark Wahlberg Stanley Tucci nan Michael Bay  Science Fiction Action Adventure
deliver us from evil,Scott Derrickson ,Eric Bana,Édgar Ramírez,Olivia Munn,Thriller Crime Horror,Eric Bana Édgar Ramírez Olivia Munn Scott Derrickson  Thriller Crime Horror
earth to echo,Dave Green ,Teo Halm,"Brian ""Astro"" Bradley",Reese C. Hartwig,Family Adventure Science Fiction,"Teo Halm Brian ""Astro"" Bradley Reese C. Hartwig Dave Green  Family Adventure Science Fiction"
school dance,Nick Cannon ,Bobb'e J. Thompson,Luenell,Mike Epps,Comedy Music Drama,Bobb'e J. Thompson Luenell Mike Epps Nick Cannon  Comedy Music Drama
tammy,Ben Falcone ,Melissa McCarthy,Susan Sarandon,Allison Janney,Comedy,Melissa McCarthy Susan Sarandon Allison Janney Ben Falcone  Comedy
boyhood,Richard Linklater ,Patricia Arquette,Ellar Coltrane,Lorelei Linklater,Drama,Patricia Arquette Ellar Coltrane Lorelei Linklater Richard Linklater  Drama
